#a	以
#a	以后
#a	以前
#aa	碍
#aa	鹌
*aabx	皑皑白雪
hnzm	贺州
*hnzm	怀着
*hnzo	怀中
hnzo	悔罪
*hnzs	贺州市
*hnzv	豁子
*hnzw	很难掌握
*hnzw	宏旨
*hnzy	寒战
*hnzz	海南藏族自治州
*hnzz	黄南藏族自治州
#ho	黑
#ho	蝴
#ho	回
#hoa	贿
#hoad	嵅
*hoah	患癌
*hoai	黑暗中
*hoam	黑暗面
*hoar	黑暗
#hoav	贿
*hoaz	黑暗中
*hob	黑板报
*hob	回报率
*hob	回禀
*hoba	黑布
*hobb	黑斑病
*hobb	黑板报
*hobb	回避
*hobc	黑板
*hobc	黑板擦
*hobd	回波
*hobf	回本
*hobg	黑斑
hobg	黑帮
*hobh	黑白灰
*hobh	患病
hobh	回禀
hobh	回部
*hobk	回报
*hobl	黑布林
*hobl	回报率
hobl	回补
*hobl	回不来
*hobm	黑豹
*hobp	黑白片
*hobq	回不去
*hobr	黑白
*hobs	黑板上
*hobs	黑宝石
*hobu	回不去
*hoc	黑沉沉
*hoc	回车键
*hoca	回厂
*hocc	黑沉沉
*hocc	回村
*hocd	回潮
*hocg	回春
*hoci	回踩
*hocj	回车键
*hocj	回传
*hock	回撤
hock	回抽
hocm	虹彩
*hocm	回采
*hoco	蝗虫
hoco	蛔虫
hocs	黑车
*hocs	回车
*hoct	回程
*hocu	回城
hocv	黑丑
*hocv	回肠
*hocw	患处
*hod	黑洞洞
*hod	黑豆
*hod	蝴蝶花
*hodc	回档
*hodd	黑洞
*hodd	黑洞洞
hodd	黑豆
*hode	回荡
*hodf	黑带
hodh	黑底
*hodh	黑店
*hodh	蝴蝶花
*hodi	回跌
*hodj	蝴蝶结
*hodl	蝴蝶兰
*hodm	黑道
*hodo	蝴蝶
hodo	回电
*hodr	黑的
#hodr	峘
*hods	回到
*hodt	回答
*hodv	回队
*hody	黑点
#hoe	蠖
*hoef	黑恶
#hoej	蠖
*hoew	患儿
#hof	虹
*hof	回访
#hofd	蚶
hofd	虹
*hofh	回放
hofh	回府
hofi	蚵
#hofi	岵
#hofk	虾
hofl	回房
*hofl	回访
#hofl	蟪
*hofm	黑粉
*hofn	黑发
#hofo	蟥
*hofq	回返
*hoft	回复
#hofv	蝴
*hofv	回防
*hofw	黑风
*hofz	黑发
*hog	骸骨
*hog	回购
*hog	回过头
*hoga	回顾
*hogb	回改
*hoge	黑格尔
*hogf	回甘
#hogi	虷
hogj	黑光
*hogj	回光
*hogm	回关
*hogn	回宫
hogo	骸骨
hogo	回购
hogo	回鹘
*hogo	回国
*hogp	回归
*hogr	回锅肉
*hogt	黑管
*hogt	回过头
*hogx	回归线
*hogy	黑锅
hogy	回锅
#hoh	骸
*hoh	黑糊糊
*hoh	黑户
*hoha	回还
*hohd	黑海
hohd	黑河
*hohh	黑乎乎
*hohh	黑糊糊
hohj	骸
*hohj	回合
hohk	骸
*hohk	回护
hohl	黑户
hohl	黑话
*hohl	回话
*hohm	回火
*hohn	蝗害
*hoho	回鹘
*hoho	回回
*hohq	回航
*hohs	黑河市
*hohv	回函
*hohx	回纥
*hohy	黑火药
*hoi	黑轴
*hoi	黑子
*hoid	回涨
hoif	黑枣
*hoif	患者
hoih	黑痣
*hoih	回族
#hoii	回
hoik	黑招
*hoik	回执
hoin	黑字
*hoin	蝗灾
*hoio	回赠
*hoiq	黑质
*hoir	黑种人
*hois	黑轴
*hois	回转
*hoit	黑种
*hoiv	黑子
*hoiv	幌子
#hoj	蛤
*hoja	蛔厥
*hoje	回敬
*hojf	回教
*hojg	回击
*hojh	回京
#hoji	蛤
*hojn	回家
*hojo	回见
*hojx	回绝
hojy	黑金
*hojy	贿金
*hok	虹口区
*hok	贿款
*hokc	黑框
*hoki	虹口
*hokk	回扣
*hokn	黑客
*hokq	虹口区
*hoku	虹口区
*hoku	回款
hoku	贿款
*hokw	回馈
*hol	囫囵
#hol	患
*hol	回廊
hola	黑龙
*hola	回历
*hold	回流
*hole	回落
*holf	回聊
holh	黑亮
*holh	回来
holh	回廊
*holi	回路
holj	黑领
*holj	黑龙江
#holk	患
*holl	黑溜溜
*holl	回礼
#holl	翙
*holm	回炉
*holo	囫囵
*holo	贿赂
*holt	回笼
*holv	黑脸
#hom	黑
*hom	黑木耳
*hom	回眸
*homb	回民
*homd	黑名单
home	黑莓
*home	黑木耳
*home	黑幕
*homg	黑麦
*homj	回门
homm	黑
*homm	黑米
*homo	蛤蟆
homo	回眸
homo	虾蟆
*homq	回马枪
*homu	回马枪
*homv	虹膜
*homw	黑猫
*homx	黑马
*hond	黑泥
*honj	回娘家
*honl	患难
*honr	回暖
*hons	黑奴
#hoo	蛔
#hood	圜
#hooi	蛔
*hopb	黑屏
*hopf	回聘
*hopl	黑袍
*hoq	黑黢黢
#hoq	骺
*hoqb	回去吧
hoqc	黑枪
*hoqc	虹桥
*hoqd	黑漆
*hoqf	回迁房
#hoqi	骺
*hoql	回请
*hoqq	黑漆漆
*hoqq	黑黢黢
*hoqt	回迁
*hoqu	回去
*hoqy	黑钱
#hor	幌
*horb	黑热病
#horg	蝗
*horj	黑人
horj	幌
*horx	回绕
*hos	黑社会
*hos	黑手党
*hos	回收期
*hosa	黑石
*hosb	黑死病
*hosd	黑手党
hosd	黑水
*hosd	回溯
*hosf	回事
*hosh	黑社会
*hosh	黑市
hosh	黑瘦
hosi	黑哨
*hosi	回收站
*hosj	回闪
*hosk	黑手
hosk	回手
*hosl	回神
hosl	回视
*hosl	回收率
*hosm	回首
*hoso	黑山
*hosp	回师
*hosq	回收期
*hosr	回身
*hoss	黑色素
*host	回升
*hosu	回声
*hosu	回收期
*hosv	回收
*hosw	黑色
hosx	黑纱
*hosx	黑山县
*hosx	黑水县
*hosx	黑丝
*hosy	患上
*hosz	回收站
#hot	蚝
*hot	回头路
*hot	回头率
*hotb	回弹
hotb	回退
hotc	蚝
*hotc	黑桃
*hotd	黑土地
hote	黑苔
*hote	黑天鹅
*hotf	黑头发
*hotg	黑天
hotg	回天
*hoti	黑体字
*hotj	黑体
*hotk	回头客
*hotl	回调
*hotl	回头路
*hotl	回头率
hotn	黑头
*hotn	回头
hoto	黑炭
*hoto	回帖
*hotu	黑土
*hotv	黑陶
*hotw	回条
*hoty	黑铁
*hotz	黑体字
*hou	黑漆漆
*hou	黑黢黢
*houb	回去吧
houc	黑枪
*houc	虹桥
*houd	黑漆
*houf	回迁房
*houl	回请
*hout	回迁
*houu	黑漆漆
*houu	黑黢黢
*houu	回去
*houy	黑钱
#hov	崡
#hovv	崡
#how	鹘
*howb	回屋
howd	鹘
#howd	鹮
#howe	囫
*howh	回望
howh	回文
*howi	回味
*hown	黑窝
*howt	回稳
#howw	夥
*hox	黑匣子
*hox	虹吸
*hox	回向
*hox	回形针
*hoxc	回想
hoxc	回校
*hoxe	回信儿
*hoxg	虹吸管
*hoxh	回旋
*hoxi	黑匣子
*hoxi	虹吸
*hoxi	回响
*hoxi	回形针
*hoxj	回信
*hoxl	黑心
hoxl	黑熊
*hoxq	回旋曲
hoxr	黑星
hoxr	回向
*hoxr	回血
*hoxt	黑箱
hoxt	贿选
*hoxu	回旋曲
hoxx	黑线
*hoxx	黑猩猩
*hoxx	回乡
*hoxy	回销
*hoxz	黑匣子
*hoxz	回形针
*hoy	黑压压
*hoy	回音
*hoy	回应
*hoya	患有
*hoyb	回音壁
*hoyd	蚝油
*hoyg	黑云
*hoyh	黑夜
hoyh	黑衣
hoyh	黑鹰
hoyh	回音
hoyh	回应
*hoyi	黑眼珠
*hoyj	黑眼睛
*hoyk	回援
*hoyl	回忆录
*hoym	黑烟
*hoym	黑云母
*hoyn	回忆
*hoyq	黑眼圈
*hoyr	黑影
hoyr	黑晕
*hoys	黑曜石
*hoyu	黑眼圈
*hoyw	黑鱼
*hoyy	黑压压
*hoyy	黑油油
*hoyy	黑黝黝
*hoyz	黑眼珠
*hoz	黑轴
*hoz	黑子
*hozd	回涨
hozf	黑枣
*hozf	患者
hozh	黑痣
*hozh	回族
hozk	黑招
*hozk	回执
hozn	黑字
*hozn	蝗灾
*hozo	回赠
*hozq	黑质
*hozr	黑种人
*hozs	黑轴
*hozs	回转
*hozt	黑种
*hozv	黑子
*hozv	幌子
*hpdf	汇票兑付
*hpfx	红牌罚下
*hpgc	和平共处
*hpgd	和平过渡
*hpgi	和平共处五项原则
*hpgy	狐朋狗友
*hpgz	和平共处五项原则
*hphy	呼朋唤友
*hpih	合浦珠还
*hpiw	后排座位
*hpiy	和平主义
*hpjc	和平进程
*hpje	汇票金额
*hpjg	黄牌警告
*hpji	鸿篇巨制
*hpji	鸿篇巨著
*hpji	徽派建筑
*hpjj	和平解决
*hpjs	黄袍加身
*hpjx	黄埔军校
*hpjz	鸿篇巨制
*hpjz	鸿篇巨著
*hpjz	徽派建筑
*hply	和平利用
*hprc	好评如潮
*hpsi	横平竖直
*hpsz	横平竖直
*hptc	和盘托出
*hptj	红葡萄酒
*hptp	和平谈判
*hpty	和平统一
*hpwc	和平外交政策
*hpwd	和平稳定
*hpxc	和平相处
*hpxy	和平协议
*hpyb	和平演变
*hpyh	和平友好
*hpyl	呼朋引类
*hpzh	合浦珠还
*hpzw	后排座位
*hpzy	和平主义
#hq	航
#hq	后
*hq	后面
*hqbb	后壁
*hqbc	航标
*hqbd	后半段
*hqbg	航班
*hqbh	后部
*hqbi	后勤保障
*hqbj	后备军
*hqbk	后摆
*hqbl	后被
*hqbm	后半
*hqbm	后勤部门
*hqbn	后边
*hqbr	寒气逼人
*hqbs	后半生
*hqbw	后备
*hqbx	后备箱
*hqby	后背
hqby	后辈
*hqbz	后边
*hqbz	后勤保障
*hqca	后厨
*hqcc	浩气长存
*hqcd	航测
*hqch	航次
*hqcj	后侧
*hqck	后撤
*hqck	活期存款
*hqcn	后窗
*hqcp	后尘
*hqcq	航船
*hqcs	后车
*hqct	航程
hqct	后程
*hqcu	后场
*hqdd	航渡
*hqdh	后端
*hqdj	后代
*hqdm	航道
hqdm	后灯
*hqdq	后盾
hqdr	航段
*hqdr	后段
*hqds	后到
*hqdy	何其毒也
*hqdy	后点
*hqfh	后方
*hqfl	后福
*hqfs	后妃
*hqfs	获取方式
*hqfv	后防
*hqfx	后防线
hqfx	行情分析
*hqga	后顾
*hqgi	后跟
*hqgi	后勤工作
*hqgm	后盖
*hqgn	后宫
*hqgo	后果
*hqgq	皇亲国戚
*hqgs	婚庆公司
*hqgz	后勤工作
#hqh	航
*hqhc	何去何从
*hqhd	航海
hqhd	后汉
*hqhh	忽前忽后
*hqhj	后会
*hqhl	合情合理
*hqhl	后话
*hqhm	好奇害死猫
*hqhn	后悔
*hqho	后患
*hqhr	华侨华人
*hqhs	后汉书
#hqhw	航
*hqhy	后悔药
*hqhy	婚前好友
#hqi	后
*hqi	后主
*hqi	后坐力
*hqia	后在
*hqib	航展
*hqif	后罩房
*hqif	后者
hqih	后主
*hqih	后座
hqih	黄雀在后
*hqii	豪情壮志
hqii	后
*hqij	后传
*hqil	航站楼
*hqil	后坐力
*hqim	害群之马
hqio	后账
*hqio	后置
*hqiq	回去之前
*hqis	后轴
*hqit	后知
*hqiv	后肢
*hqiw	后周
*hqix	后起之秀
*hqix	后缀
*hqix	黄泉之下
*hqiy	后桌
*hqj	后继
*hqj	后脚跟
*hqj	后劲
*hqjg	后脚跟
*hqjg	后进
*hqjh	航迹
*hqjk	后街
*hqjl	后记
hqjl	后劲
hqjl	后颈
*hqjn	后加
hqjn	后架
*hqjv	后脚
*hqjx	后继
*hqjx	后经
*hqjx	划清界线
*hqjx	划清界限
*hqjy	后金
*hqjz	后加
hqjz	后架
*hqkb	航空兵
*hqkf	后空翻
*hqkg	航空港
*hqkh	行情看好
*hqkj	航空局
*hqkn	航空
*hqkq	航空器
*hqku	航空器
*hqky	航空业
*hql	航路
*hql	后来者
*hqlc	后楼
*hqld	后梁
*hqlh	后来
hqli	航路
*hqli	后来者
*hqli	后路
*hqlk	后拉
*hqln	后两年
*hqlr	后来人
*hqls	后轮
*hqlz	后来者
*hqma	后面
*hqmc	航模
*hqmh	豪情满怀
*hqmj	后门
*hqmm	含情脉脉
*hqmr	魂牵梦绕
*hqms	后妈
*hqmx	航母
hqmx	后母
*hqmy	魂牵梦萦
#hqn	逅
#hqnn	逅
*hqns	后脑勺
hqns	后娘
*hqnt	后年
*hqnv	后脑
*hqp	后排
*hqph	后怕虎
*hqpi	后排座
*hqpk	航拍
hqpk	后排
*hqpm	航炮
*hqpn	后怕
*hqpr	航片
*hqpz	后排座
*hqqb	后勤部
*hqqc	航权
*hqqf	后期
hqqf	后勤
*hqqs	后妻
*hqqu	后墙
hqqu	后去
#hqr	艎
#hqrg	艎
*hqrj	后人
hqrj	后任
*hqrr	后日
*hqs	后事
*hqsb	横七竖八
*hqsb	环球时报
*hqsc	和气生财
*hqsd	荷枪实弹
hqsf	航速
*hqsf	后世
hqsf	后事
*hqsh	后市
*hqsj	后视镜
*hqsk	后手
*hqsm	后首
*hqso	后山
*hqsr	后身
*hqst	后生
*hqt	航天
*hqt	航天部
*hqtb	航天部
*hqtb	后退
hqtg	航天
*hqtg	后天
hqth	后唐
*hqth	后庭
*hqtj	航天局
*hqtk	后推
*hqtl	后台
*hqtn	后头
*hqto	航图
*hqtv	后腿
*hqtx	后天性
*hqty	航天员
#hqu	垕
*hqub	后勤部
*hquc	航权
*hquf	后期
hquf	后勤
*hqus	后妻
*hquu	后墙
hquu	后去
#hquu	垕
#hqv	郈
#hqvv	郈
*hqwb	后尾
*hqwg	后无
*hqwh	后文
*hqwi	豪情万丈
*hqwj	后位
*hqwm	后为
*hqwv	后卫
*hqww	航务
*hqww	回去问问
*hqwx	后卫线
*hqwz	豪情万丈
*hqx	航线
*hqxd	后现代
*hqxh	后效
*hqxk	航行
*hqxl	后心
*hqxm	好奇心害死猫
*hqxn	后学
*hqxq	祸起萧墙
*hqxr	寒气袭人
*hqxr	航向
*hqxt	花拳绣腿
hqxx	航线
*hqxx	后续
*hqy	后由
*hqya	后有
*hqyb	后已
*hqyc	行情预测
*hqyg	航运
hqyg	后于
*hqyh	后裔
*hqyh	花旗银行
hqyi	后叶
*hqyi	后遗症
*hqyj	后仰
hqyk	后摇
*hqyk	后援
*hqyl	后羿
hqyo	后遗
*hqyo	后因
hqyo	后由
*hqyr	后影
*hqys	后牙
*hqyt	后移
*hqyv	后腰
hqyv	后院
*hqyx	后缘
*hqyx	花前月下
*hqyz	后遗症
*hqz	后主
*hqz	后坐力
*hqza	后在
*hqzb	航展
*hqzf	后罩房
*hqzf	后者
hqzh	后主
*hqzh	后座
hqzh	黄雀在后
*hqzj	后传
*hqzl	航站楼
*hqzl	后坐力
*hqzm	害群之马
hqzo	后账
*hqzo	后置
*hqzq	回去之前
*hqzs	后轴
*hqzt	后知
*hqzv	后肢
*hqzw	后周
*hqzx	后起之秀
*hqzx	后缀
*hqzx	黄泉之下
*hqzy	后桌
*hqzz	豪情壮志
#hr	晗
#hr	旱
#hra	颢
#hraj	颢
*hrar	晦暗
*hrbc	旱冰场
*hrbh	旱冰
*hrbi	浑然不知
*hrbj	诲人不倦
*hrbj	浑然不觉
*hrbl	毁谤
*hrbq	害人不浅
*hrbr	旱魃
*hrbs	涣然冰释
*hrbu	害人不浅
*hrbz	浑然不知
*hrcf	皇朝
*hrcj	皇储
*hrcl	后人乘凉
*hrcq	旱船
*hrcu	皇城
*hrcv	晃出
*hrcy	皓齿
*hrde	晃荡
*hrdg	晃动
*hrdh	皇帝
*hrdj	晃倒
*hrdk	毁掉
*hrdt	旱稻
*hrdu	旱地
*hrdw	恍然大悟
*hrdy	晃点
#hrf	暵
*hrff	皇甫
#hrfo	暵
*hrfs	皇妃
#hrg	皇
#hrgd	皇
#hrgi	鼾
hrgi	旱
*hrgj	晖光
#hrgk	昊
*hrgl	皇冠
*hrgn	皇宫
*hrgq	皇姑区
*hrgs	恨入骨髓
*hrgs	皇姑
*hrgs	恍如隔世
*hrgs	恍若隔世
*hrgt	豁然贯通
*hrgu	皇姑区
#hrh	皜
#hrhi	皜
*hrhj	害人害己
*hrhn	毁害
*hrhq	皇后
*hrhr	晃晃
*hrhs	好人好事
*hrhu	毁坏
*hria	毁在
*hrif	皇者
*hrih	皇族
*hrij	旱作
*hrij	忽然之间
*hrim	赫然在目
*hrim	晃着
*hrin	旱灾
*hriq	浩然正气
*hriq	浩然之气
*hris	何人之手
*hriu	浩然正气
*hriu	浩然之气
*hriv	皇子
*hriw	害人之心不可有，防人之心不可无
*hrix	害人之心
*hriy	害人之心不可有
#hrj	晃
*hrjb	毁尽
#hrji	晗
*hrjl	皇军
*hrjn	皇家
*hrjt	旱季
hrjw	晃
#hrjw	㿠
#hrjw	皝
*hrkl	豁然开朗
#hrl	晖
*hrla	皇历
*hrlc	毁林
*hrld	旱涝
*hrle	旱莲
#hrle	昈
*hrlh	旱雷
*hrli	旱路
*hrll	遑论
*hrlm	皇粮
#hrls	晖
hrlv	皇陵
*hrlv	毁了
#hrm	㬊
*hrmd	毁灭
#hrmg	㬊
*hrmj	恍如梦境
*hrml	晦冥
*hrmx	桓仁满族自治县
*hrmx	毁灭性
#hrn	遑
#hrnn	遑
*hrny	画人难，画鬼易
*hrpl	皇袍
*hrqc	皇权
*hrqh	皇亲
hrqh	毁弃
*hrqn	旱情
*hrqs	旱区
*hrqt	晦气
#hrr	皡
#hrra	皞
#hrrh	皡
*hrrm	酣然入梦
*hrrn	毁容
*hrsd	晦涩
*hrsg	红日三竿
*hrsg	毁三观
*hrsi	齁嗓子
*hrsj	旱伞
hrsj	毁伤
*hrsk	毁损
*hrsm	皓首
*hrsn	皇室
*hrso	鼾睡
*hrss	花容失色
*hrsu	鼾声
*hrsy	皇上
hrsy	皇叔
*hrsz	齁嗓子
#hrt	皓
*hrtc	浑然天成
*hrtg	昊天
*hrth	皇太后
*hrti	皇太子
*hrtj	皇太极
*hrto	旱田
#hrtt	皓
*hrtw	骇人听闻
hrtw	旱獭
hrtx	皇统
#hrtx	晦
*hrtz	皇太子
*hruc	皇权
*hruh	皇亲
hruh	毁弃
*hrun	旱情
*hrus	旱区
*hrut	晦气
#hrw	毁
*hrwc	好肉剜疮
#hrwc	曷
#hrwd	鹖
#hrwe	昒
#hrwi	齁
#hrwi	昫
*hrwj	皇位
*hrwl	寒热往来
*hrwl	寒热温凉
hrwl	毁
*hrxp	撼人心魄
*hryd	旱烟袋
*hryg	毁于
*hryh	浩如烟海
*hryi	旱鸭子
*hryj	晃悠
hrym	旱烟
*hrym	花容月貌
*hryn	毁誉
*hryo	晃眼
*hryq	虎入羊群
*hrys	浑然一色
*hryt	浑然一体
*hryu	虎入羊群
*hryv	皓月
*hryx	汗如雨下
*hryx	焕然一新
*hryx	毁约
*hryy	晃悠悠
*hryz	旱鸭子
*hrza	毁在
*hrzf	皇者
*hrzh	皇族
*hrzj	旱作
*hrzj	忽然之间
*hrzm	赫然在目
*hrzm	晃着
*hrzn	旱灾
*hrzq	浩然正气
*hrzq	浩然之气
*hrzs	何人之手
*hrzu	浩然正气
*hrzu	浩然之气
*hrzv	皇子
*hrzw	害人之心不可有，防人之心不可无
*hrzx	害人之心
*hrzy	害人之心不可有
#hs	好
#hs	或
*hsai	好啊
*hsak	或按
*hsam	互爱
*hsb	好半天
*hsb	好帮手
*hsb	划不来
*hsba	好不
hsba	互不
*hsbc	好棒
*hsbd	胡说八道
*hsbd	户枢不蠹
*hsbf	好办法
hsbf	火山爆发
*hsbg	横生变故
*hsbg	互帮
*hsbh	好不好
hsbh	婚变
*hsbi	好吧
*hsbi	好死不如赖活着
*hsbj	互保
*hsbk	好报
hsbk	划拨
*hsbl	海水不可斗量
hsbl	好被
*hsbl	互补
*hsbl	划不来
*hsbn	好办
*hsbs	好帮手
*hsbs	好比
*hsbs	互补色
*hsbt	好半天
*hsbt	好笨
*hsbx	互补性
*hsby	好榜样
*hsbz	好办
*hsbz	好死不如赖活着
*hsc	互称
*hsc	互斥
*hsc	或称
*hsca	划成
*hsce	好菜
*hscf	好处费
*hsci	好吃
hsci	互踩
*hscj	好成绩
*hscl	好词
*hscl	坏事传千里
*hscm	好差
*hscn	好惨
hscq	互斥
*hscq	划船
*hscs	好车
*hscs	好事成双
*hsct	好长
hsct	互称
hsct	或称
*hscv	划出
*hscw	好处
*hsd	好歹
*hsd	轰动
#hsd	互
*hsda	好大
hsda	好歹
*hsdc	好多次
*hsdd	好得多
*hsdd	好端端
*hsdd	虎视眈眈
hsdd	互
*hsdd	浑善达克沙地
*hsde	好大儿
*hsdf	好地方
*hsdg	海水倒灌
hsdg	好动
*hsdg	轰动
*hsdg	互动
*hsdh	海水淡化
*hsdh	好得很
*hsdh	划等号
*hsdi	好哒
*hsdi	火山地震
*hsdj	好低
hsdk	好得
*hsdk	划掉
*hsdk	浑善达克
*hsdl	划得来
*hsdl	或对
*hsdm	好事多磨
hsdm	互道
*hsdm	互递
hsdn	好斗
*hsdn	好多年
*hsdn	划定
*hsdo	好赌
#hsdo	婳
*hsdr	好的
*hsdr	好多人
*hsds	好说歹说
*hsds	互动式
*hsds	划到
*hsdt	好多天
hsdu	好地
*hsdu	划地
*hsdw	好多
hsdw	核算单位
hsdw	或多
*hsdx	好东西
*hsdx	互动性
*hsdy	好点
*hsdz	火山地震
*hsfa	婚否
*hsfl	互访
hsfl	婚房
*hsfm	划分
*hsfn	互发
*hsfs	横槊赋诗
*hsfw	好饭
*hsfz	互发
*hsg	好歌
*hsga	好感
hsga	互感
hsgf	好歌
hsgf	好过
*hsgf	划过
*hsgg	好哥哥
*hsgg	黄沙滚滚
*hsgh	好高
*hsgj	好个
*hsgn	好官
*hsgp	划归
*hsgs	沪深股市
hsgs	婚媾
*hsgt	好乖
*hsgu	轰赶
*hsgv	好股
*hsgx	好给
*hsgy	好钢
*hsh	好孩子
*hsha	好还
*hshc	划火柴
*hshd	好汉
*hshd	何时何地
*hshe	好花
*hshf	互惠
*hshh	划痕
*hshi	好孩子
*hshi	好喝
*hshi	很傻很天真
*hshj	好货
*hshk	互换
*hshl	好话
*hshl	话说回来
*hshl	火烧火燎
*hshq	好声好气
*hshq	婚后
*hshs	好好
hshs	轰轰
*hshs	绘声绘色
*hshu	好坏
*hshu	好声好气
*hshw	化湿和胃
*hshx	互换性
*hshy	黑色火药
*hshz	好孩子
*hshz	很傻很天真
*hsi	互助
#hsi	或
*hsi	或者说
*hsia	好在
*hsid	好生之德
*hsid	划重点
*hsif	或者
*hsih	红十字会
*hsih	互助会
*hsii	互助组
hsii	或
hsij	好做
*hsij	横生枝节
*hsij	轰炸机
hsij	惑众
hsik	好招
*hsik	好找
hsik	互指
*hsik	祸首罪魁
*hsil	还手之力
*hsil	互祝
*hsim	轰炸
*hsin	好字
*hsio	互赠
hsio	互助
hsio	或则
*hsiq	红色政权
*hsir	挥洒自如
hsir	婚照
*hsis	好转
*hsis	后事之师
hsis	划转
*hsis	或者是
*hsis	或者说
*hsit	好色之徒
*hsit	好兆头
hsiu	好走
*hsiu	轰走
hsiu	红色政权
*hsiv	划子
*hsiy	好战
*hsiy	好主意
*hsiy	黄色炸药
*hsj	好家伙
*hsj	划价
*hsj	婚检
hsjc	好极
*hsjc	好几次
*hsjc	核酸检测
hsjc	互检
*hsjc	婚检
*hsjd	好酒
hsjd	互济
*hsje	互敬
*hsjf	互教
*hsjg	好几个
*hsjg	轰击
*hsjh	好家伙
*hsjh	好上加好
*hsjh	或将
hsjj	互借
hsjj	划价
hsjj	婚假
*hsjj	婚介
*hsjl	好极了
hsjl	好记
*hsjm	很少见面
*hsjn	好几年
hsjn	好觉
*hsjo	互见
hsjo	划界
*hsjq	婚丧嫁娶
*hsjr	好景
hsjs	婚嫁
*hsjs	婚戒
*hsjt	好几天
*hsju	婚丧嫁娶
hsjw	好几
*hsjw	好久
*hsjx	互结
*hsjy	火上加油
*hsjy	火上浇油
*hsk	好快
*hske	好苦
*hskf	或可
*hskg	划开
*hski	哈萨克族
*hskk	好看
hskk	互看
*hskn	好客
hskn	好快
*hskp	寒湿困脾
*hskt	哈萨克斯坦
*hsku	划款
*hskw	后生可畏
*hsky	还是可以
*hsky	划卡
*hskz	哈萨克族
*hsl	好啦
*hsl	好冷
#hsl	轰
*hslb	好了吧
*hsld	欢声雷动
*hsle	划落
hslf	好赖
*hslf	互联
hslh	好冷
hslh	轰雷
*hslh	婚恋
hsli	好啦
*hsli	好嘞
*hslj	华山论剑
hslk	划拉
#hslk	惑
#hsll	轰
*hsll	轰隆隆
hsll	互谅
*hsll	婚礼
*hslm	好了吗
*hsln	黄鼠狼给鸡拜年
*hslo	好累
*hsls	轰隆声
*hsls	互连
hslt	好乱
*hslt	互利
hslt	惑乱
*hslv	轰隆
*hslw	好来坞
*hslw	好莱坞
*hslw	互联网
*hslx	胡思乱想
*hsly	婚龄
*hsm	轰鸣
#hsm	轷
*hsm	互勉
*hsmc	好梦
*hsme	好么
*hsmf	好卖
*hsmi	好吗
hsmi	轰鸣
hsmi	轷
*hsmj	好命
*hsmj	毁尸灭迹
*hsmm	好美
*hsmm	火烧眉毛
*hsmn	好忙
*hsms	轰鸣声
*hsms	洪水猛兽
*hsmw	好么
hsmw	好名
hsmw	互勉
*hsmw	混世魔王
*hsmx	好马
*hsmy	浑水摸鱼
*hsmy	混水摸鱼
*hsnl	好难
hsnl	或能
*hsno	婚内
*hsnr	好男人
*hsnw	好鸟
#hso	嬛
#hsod	嬛
*hsos	互殴
*hspa	划破
*hspd	互派
*hspf	婚配
*hspf	火山喷发
*hspg	轰趴馆
*hspi	轰趴
hspi	轰跑
*hspi	花色品种
*hspl	好评
*hspn	好怕
*hspq	好脾气
*hspr	好牌
hspr	划片
*hspu	好脾气
*hspy	好朋友
*hspz	花色品种
*hsq	好巧
*hsq	好求
*hsq	婚娶
*hsqa	好奇
*hsqb	好强
*hsqc	好去处
*hsqd	划清
hsqf	好巧
hsqf	好求
*hsqf	婚期
hsqf	婚娶
hsqf	或其
*hsqg	好球
*hsqh	婚庆
*hsqj	皓首穷经
*hsqj	横扫千军
*hsql	好起来
hsqm	划拳
*hsqm	婚前
*hsqo	划圈
hsqt	好气
*hsqt	或缺
*hsqu	划去
*hsqx	好奇心
*hsr	好人家
*hsr	互认
*hsr	或然率
*hsrc	话虽如此
*hsrd	互溶
*hsre	好惹
#hsrg	媓
*hsri	好日子
*hsrj	好人
*hsrj	好人家
*hsrk	好热
*hsrl	鼾声如雷
*hsrl	互让
hsrl	互认
*hsrl	或然率
*hsrm	划入
*hsrs	好软
*hsrv	轰然
hsrv	或然
*hsrw	轰然
hsrw	或然
*hsry	好容易
*hsrz	好日子
*hss	好使
*hss	好事
*hss	婚纱照
*hssa	好爽
*hssc	好收成
*hssd	划时代
hssd	划水
*hssd	浑身是胆
hssf	好事
hssf	婚丧
*hssf	婚事
*hssh	好说话
hssh	互市
*hssi	好事者
*hssi	婚纱照
hssj	好使
*hssj	好似
hssj	划伤
hssj	婚俗
*hssj	浑身是劲
*hssk	好手
*hssk	黄色书刊
*hssl	海市蜃楼
*hssl	好诗
hssl	好说
hssl	互设
*hssm	海誓山盟
*hssm	好受
hssm	轰杀
hssm	或受
*hsso	婚史
*hssp	好少
*hssp	好帅
hssr	好时
*hssr	或是
hsst	好生
hsst	互生
*hsst	划算
*hssv	好胜
*hssw	好色
*hssx	好书
*hssx	婚纱
*hssx	婚书
*hssx	浑身上下
*hssx	活色生香
*hssy	含沙射影
hssy	互锁
*hssy	划上
*hssz	好事者
*hssz	婚纱照
*hstg	好天
*hsth	好痛
*hsti	好听
*hsti	画蛇添足
hstl	互谈
*hstl	互通
*hstn	好头
*hsto	好帖
*hstq	咳声叹气
*hstq	划艇
*hstu	咳声叹气
*hstz	画蛇添足
